ID, First Name, Last Name, Money Available, Events Purchased, TicketMiner Membership, Username, Password, Tickets Purchased, Transaction Count, 
96, Stephanie, Mcdonald, 3777.81, 13, false, stephaniemcdonald, Fun!23, 40, 13, 
602, Brian, Gates, 10475.19, 6, false, briangates, Fun!23, 29, 6, 
678, Lisa, Miller, 4281.12, 7, false, lisamiller, Fun!23, 24, 7, 
1017, James, Mitchell, 6572.26, 4, false, jamesmitchell, Fun!23, 17, 4, 
796, Erin, Mejia, 3692.71, 7, true, erinmejia, Fun!23, 32, 7, 
904, Melissa, Evans, 13013.92, 5, false, melissaevans, Fun!23, 21, 5, 
884, Emily, Cole, 3610.10, 8, true, emilycole, Fun!23, 37, 8, 
607, Linda, Robles, 7740.66, 9, false, lindarobles, Fun!23, 39, 9, 
791, Alyssa, Kelly, 504.38, 8, false, alyssakelly, Fun!23, 38, 8, 
268, Michelle, Jones, 12002.42, 6, false, michellejones, Fun!23, 20, 6, 
829, Mark, Thompson, 12909.84, 6, true, markthompson, Fun!23, 23, 6, 
72, Arim, MartinDelCampo, 10830.15, 5, true, arimmartindelcampo, Fun!23, 25, 5, 
206, Donna, Allen, 9969.29, 8, true, donnaallen, Fun!23, 27, 8, 
811, Casey, Navarro, 1531.46, 4, true, caseynavarro, Fun!23, 17, 4, 
388, Joseph, Brooks, 12728.56, 7, false, josephbrooks, Fun!23, 31, 7, 
197, Samantha, Howell, 4981.92, 4, true, samanthahowell, Fun!23, 14, 4, 
587, Cynthia, Powell, 6077.01, 7, false, cynthiapowell, Fun!23, 31, 7, 
223, Christian, Smith, 8629.31, 4, false, christiansmith, Fun!23, 19, 4, 
749, Rebecca, Fisher, 3621.09, 7, false, rebeccafisher, Fun!23, 23, 7, 
892, Matthew, Mason, 1009.68, 13, false, matthewmason, Fun!23, 54, 13, 
676, Jason, Clark, 5696.44, 5, false, jasonclark, Fun!23, 25, 5, 
588, Joseph, Macdonald, 5224.12, 7, false, josephmacdonald, Fun!23, 22, 7, 
172, Jill, Henderson, 3962.93, 9, true, jillhenderson, Fun!23, 31, 9, 
191, Michelle, Maldonado, 4094.25, 8, false, michellemaldonado, Fun!23, 27, 8, 
288, Nicole, Harvey, 287.26, 10, true, nicoleharvey, Fun!23, 38, 10, 
45, Andre, Avila, 3503.50, 5, false, andreavila, Fun!23, 17, 5, 
480, Michelle, Wood, 13088.94, 7, true, michellewood, Fun!23, 26, 7, 
52, Jared, DeLosReyes, 978.22, 6, true, jareddelosreyes, Fun!23, 24, 6, 
848, Philip, Holt, 4450.60, 5, true, philipholt, Fun!23, 22, 5, 
481, Derek, Irwin, 4647.01, 11, true, derekirwin, Fun!23, 43, 11, 
160, Susan, Hill, 359.05, 10, true, susanhill, Fun!23, 41, 10, 
922, Dana, Park, 5.48, 6, true, danapark, Fun!23, 24, 6, 
461, Kevin, Larson, 3107.14, 9, true, kevinlarson, Fun!23, 44, 9, 
501, Louis, Boone, 6349.19, 8, false, louisboone, Fun!23, 37, 8, 
226, Roberto, Gutierrez, 5284.02, 9, false, robertogutierrez, Fun!23, 35, 9, 
794, Mark, Stewart, 2371.88, 6, true, markstewart, Fun!23, 26, 6, 
695, Andrew, Atkins, 11370.99, 6, true, andrewatkins, Fun!23, 15, 6, 
984, Luis, Solomon, 11614.04, 8, true, luissolomon, Fun!23, 36, 8, 
1015, John, Sanders, 3843.99, 6, false, johnsanders, Fun!23, 30, 6, 
721, Jorge, Haley, 11039.47, 7, false, jorgehaley, Fun!23, 24, 7, 
652, James, Anderson, 5194.54, 4, true, jamesanderson, Fun!23, 15, 4, 
225, Ariana, Lara, 6250.55, 4, true, arianalara, Fun!23, 16, 4, 
810, Melissa, Johnson, 11704.06, 5, false, melissajohnson, Fun!23, 24, 5, 
1008, Courtney, Olsen, 9236.06, 7, true, courtneyolsen, Fun!23, 23, 7, 
275, Allison, Chang, 10448.38, 5, false, allisonchang, Fun!23, 15, 5, 
556, Rodney, Berg, 4165.71, 11, false, rodneyberg, Fun!23, 47, 11, 
1038, Kendra, Sawyer, 4485.16, 7, true, kendrasawyer, Fun!23, 31, 7, 
60, Saul, Gonzalez, 4480.08, 7, true, saulgonzalez, Fun!23, 28, 7, 
864, Sherry, Mora, 5602.17, 7, false, sherrymora, Fun!23, 28, 7, 
373, Jeffrey, Gonzalez, 6827.45, 5, false, jeffreygonzalez, Fun!23, 19, 5, 
333, Kevin, Scott, 24.38, 3, true, kevinscott, Fun!23, 11, 3, 
502, Amy, Mcpherson, 5268.76, 6, true, amymcpherson, Fun!23, 24, 6, 
598, Darin, Baker, 2448.90, 6, true, darinbaker, Fun!23, 26, 6, 
622, Erika, Lopez, 56.64, 2, false, erikalopez, Fun!23, 8, 2, 
681, Kenneth, Davis, 12449.38, 3, false, kennethdavis, Fun!23, 8, 3, 
155, Dylan, Harris, 5553.57, 10, true, dylanharris, Fun!23, 40, 10, 
182, Kimberly, Richardson, 7861.47, 6, false, kimberlyrichardson, Fun!23, 26, 6, 
301, Lance, Dominguez, 12541.34, 5, true, lancedominguez, Fun!23, 22, 5, 
406, Ricardo, Rodriguez, 4483.64, 5, false, ricardorodriguez, Fun!23, 24, 5, 
764, William, Rice, 7202.26, 7, true, williamrice, Fun!23, 30, 7, 
183, Emily, Richardson, 3035.19, 9, true, emilyrichardson, Fun!23, 36, 9, 
572, Brandon, Dillon, 10376.94, 6, true, brandondillon, Fun!23, 25, 6, 
14, Aurora, Disney, 2313.01, 12, true, auroradisney, Fun!23, 47, 12, 
493, Matthew, Porter, 6458.23, 6, true, matthewporter, Fun!23, 20, 6, 
320, Francisco, Moore, 6300.72, 9, false, franciscomoore, Fun!23, 36, 9, 
908, Victoria, Ellis, 4691.90, 8, true, victoriaellis, Fun!23, 28, 8, 
648, Joanna, Knight, 4455.50, 7, true, joannaknight, Fun!23, 31, 7, 
614, Vanessa, Watson, 7060.36, 7, false, vanessawatson, Fun!23, 28, 7, 
546, Courtney, Tran, 2109.09, 5, true, courtneytran, Fun!23, 20, 5, 
817, Andrew, Norris, 7825.46, 9, false, andrewnorris, Fun!23, 34, 9, 
78, Cristian, Pedroza, 6386.92, 3, true, cristianpedroza, Fun!23, 9, 3, 
548, Kathleen, Hines, 3582.67, 7, true, kathleenhines, Fun!23, 28, 7, 
163, Haley, Moss, 4330.86, 8, true, haleymoss, Fun!23, 38, 8, 
130, Shane, Miller, 12710.36, 10, true, shanemiller, Fun!23, 40, 10, 
238, Anna, Gutierrez, 10328.96, 8, false, annagutierrez, Fun!23, 33, 8, 
365, Edward, Johnson, 8865.92, 3, true, edwardjohnson, Fun!23, 12, 3, 
788, Teresa, Taylor, 10506.25, 5, false, teresataylor, Fun!23, 24, 5, 
444, Brandon, Smith, 11572.34, 4, false, brandonsmith, Fun!23, 19, 4, 
131, Kimberly, Kline, 3702.17, 6, false, kimberlykline, Fun!23, 27, 6, 
97, Daniel, Olson, 1640.05, 7, false, danielolson, Fun!23, 29, 7, 
350, Sarah, Mosley, 5210.05, 6, true, sarahmosley, Fun!23, 26, 6, 
272, Mark, Richards, 8252.80, 8, true, markrichards, Fun!23, 31, 8, 
973, John, Hansen, 7460.42, 6, true, johnhansen, Fun!23, 23, 6, 
413, John, White, 4563.81, 5, false, johnwhite, Fun!23, 15, 5, 
510, Steven, Hernandez, 8154.81, 2, false, stevenhernandez, Fun!23, 6, 2, 
28, Kaa, Disney, 5695.50, 8, false, kaadisney, Fun!23, 28, 8, 
37, Daniel, Mejia, 3506.93, 6, false, danielmejia, Fun!23, 25, 6, 
947, Ronald, Martinez, 4688.24, 6, true, ronaldmartinez, Fun!23, 24, 6, 
1007, Laura, Williams, 5345.87, 7, true, laurawilliams, Fun!23, 27, 7, 
417, Adam, Bass, 7968.31, 6, true, adambass, Fun!23, 20, 6, 
858, Karl, Davis, 1682.17, 11, true, karldavis, Fun!23, 39, 11, 
1009, Beth, Moss, 4280.30, 7, true, bethmoss, Fun!23, 26, 7, 
834, Marcia, Snyder, 5289.14, 6, true, marciasnyder, Fun!23, 27, 6, 
1023, Kristen, Martinez, 7584.94, 1, false, kristenmartinez, Fun!23, 6, 1, 
50, Angel, Coronel, 1719.49, 10, false, angelcoronel, Fun!23, 41, 10, 
463, Gary, Miller, 8374.70, 4, false, garymiller, Fun!23, 15, 4, 
1002, David, Johnson, 4907.47, 5, true, davidjohnson, Fun!23, 25, 5, 
166, Julie, Alexander, 3055.93, 8, false, juliealexander, Fun!23, 36, 8, 
630, Derek, Lopez, 14293.18, 4, true, dereklopez, Fun!23, 18, 4, 
34, Mulan, Disney, 1716.64, 8, false, mulandisney, Fun!23, 36, 8, 
751, Howard, Davenport, 5306.31, 6, true, howarddavenport, Fun!23, 20, 6, 
918, Steven, Miller, 7885.05, 10, false, stevenmiller, Fun!23, 47, 10, 
955, Ryan, Washington, 8208.21, 9, true, ryanwashington, Fun!23, 32, 9, 
586, James, Morgan, 791.98, 7, true, jamesmorgan, Fun!23, 25, 7, 
158, Michael, Moran, 7728.13, 5, true, michaelmoran, Fun!23, 14, 5, 
241, James, Henderson, 1106.58, 8, true, jameshenderson, Fun!23, 31, 8, 
543, Angela, Walker, 1681.47, 10, true, angelawalker, Fun!23, 48, 10, 
312, Jenny, Henry, 1102.62, 6, true, jennyhenry, Fun!23, 25, 6, 
709, Douglas, Hernandez, 575.44, 7, false, douglashernandez, Fun!23, 26, 7, 
471, Eric, Ramos, 5199.39, 11, true, ericramos, Fun!23, 48, 11, 
771, Alexis, Black, 12632.79, 7, true, alexisblack, Fun!23, 24, 7, 
91, Brad, Patel, 3817.84, 8, true, bradpatel, Fun!23, 27, 8, 
601, Shannon, White, 601.75, 8, true, shannonwhite, Fun!23, 27, 8, 
254, Jessica, Martin, 5437.44, 10, true, jessicamartin, Fun!23, 52, 10, 
742, Rodney, Mcneil, 8328.03, 7, true, rodneymcneil, Fun!23, 25, 7, 
844, Jacob, Norton, 390.41, 6, false, jacobnorton, Fun!23, 23, 6, 
21, Belle, Disney, 9535.61, 9, false, belledisney, Fun!23, 30, 9, 
346, Benjamin, Johnson, 12079.21, 6, false, benjaminjohnson, Fun!23, 21, 6, 
122, James, King, 1881.87, 12, false, jamesking, Fun!23, 41, 12, 
960, Ashley, Morales, 2342.00, 6, true, ashleymorales, Fun!23, 32, 6, 
342, Jeffrey, Sloan, 13231.58, 5, true, jeffreysloan, Fun!23, 24, 5, 
448, Alexis, Shea, 962.66, 9, true, alexisshea, Fun!23, 39, 9, 
631, Kayla, Smith, 11784.79, 6, false, kaylasmith, Fun!23, 32, 6, 
653, Loretta, Phillips, 8168.59, 14, true, lorettaphillips, Fun!23, 62, 14, 
907, Carlos, Irwin, 9756.16, 6, true, carlosirwin, Fun!23, 21, 6, 
698, Mary, Lee, 4533.19, 7, false, marylee, Fun!23, 26, 7, 
98, Christopher, Contreras, 1618.08, 8, true, christophercontreras, Fun!23, 25, 8, 
705, Gary, Smith, 6637.33, 5, true, garysmith, Fun!23, 18, 5, 
795, Debra, Raymond, 3500.64, 6, true, debraraymond, Fun!23, 22, 6, 
303, Gloria, Page, 12016.29, 6, true, gloriapage, Fun!23, 32, 6, 
578, David, Costa, 3718.08, 5, false, davidcosta, Fun!23, 20, 5, 
295, Jeffrey, Luna, 12687.66, 10, false, jeffreyluna, Fun!23, 39, 10, 
691, John, Blevins, 4526.61, 7, true, johnblevins, Fun!23, 26, 7, 
229, Shannon, Avery, 9659.49, 8, false, shannonavery, Fun!23, 34, 8, 
609, Rick, Parrish, 5975.13, 5, true, rickparrish, Fun!23, 24, 5, 
279, Mary, Church, 3348.28, 8, true, marychurch, Fun!23, 31, 8, 
1018, Thomas, Stevenson, 13358.64, 5, false, thomasstevenson, Fun!23, 15, 5, 
148, Nancy, Morgan, 5754.91, 8, false, nancymorgan, Fun!23, 34, 8, 
330, Jordan, Wilson, 4807.52, 3, true, jordanwilson, Fun!23, 14, 3, 
154, Richard, Blackwell, 713.59, 7, false, richardblackwell, Fun!23, 23, 7, 
927, Mary, Grant, 3611.28, 10, false, marygrant, Fun!23, 43, 10, 
1004, Tammy, Thomas, 953.21, 8, true, tammythomas, Fun!23, 32, 8, 
820, Felicia, Carlson, 162.97, 8, false, feliciacarlson, Fun!23, 33, 8, 
209, Jeffrey, Delgado, 1972.30, 7, false, jeffreydelgado, Fun!23, 21, 7, 
357, Christopher, Jones, 3861.50, 10, false, christopherjones, Fun!23, 47, 10, 
1029, Vanessa, Carson, 12398.68, 6, true, vanessacarson, Fun!23, 22, 6, 
156, Philip, Zamora, 4904.54, 6, true, philipzamora, Fun!23, 18, 6, 
804, Michelle, Maynard, 4.69, 10, false, michellemaynard, Fun!23, 42, 10, 
786, Tracy, Fitzgerald, 3274.54, 7, true, tracyfitzgerald, Fun!23, 28, 7, 
153, Stephanie, Harris, 12336.71, 8, false, stephanieharris, Fun!23, 23, 8, 
398, Scott, Rose, 3212.39, 5, true, scottrose, Fun!23, 23, 5, 
176, James, Pittman, 6495.57, 9, true, jamespittman, Fun!23, 45, 9, 
660, Steven, Hartman, 10303.51, 7, true, stevenhartman, Fun!23, 29, 7, 
432, Rita, Owens, 11627.25, 4, false, ritaowens, Fun!23, 14, 4, 
274, Robert, Davis, 4171.17, 5, true, robertdavis, Fun!23, 15, 5, 
58, Jacob, Gonzalez, 12287.82, 8, true, jacobgonzalez, Fun!23, 31, 8, 
972, Terrence, Dixon, 251.50, 12, false, terrencedixon, Fun!23, 54, 12, 
1010, Charles, Chambers, 7434.40, 4, false, charleschambers, Fun!23, 17, 4, 
94, Brittany, Andrews, 10086.64, 6, false, brittanyandrews, Fun!23, 26, 6, 
625, Heather, Cunningham, 1457.03, 10, false, heathercunningham, Fun!23, 43, 10, 
345, Caroline, Torres, 757.77, 7, false, carolinetorres, Fun!23, 24, 7, 
696, Jeffrey, Best, 6217.20, 10, true, jeffreybest, Fun!23, 41, 10, 
324, Cheryl, Wilson, 8776.92, 9, true, cherylwilson, Fun!23, 28, 9, 
141, Sean, Medina, 4134.87, 10, false, seanmedina, Fun!23, 37, 10, 
438, Emily, Brady, 7585.34, 9, false, emilybrady, Fun!23, 38, 9, 
1036, Cory, Byrd, 8937.31, 7, true, corybyrd, Fun!23, 32, 7, 
389, Anthony, Hardin, 7290.19, 8, false, anthonyhardin, Fun!23, 30, 8, 
561, Joel, Welch, 6447.56, 3, true, joelwelch, Fun!23, 11, 3, 
408, Kayla, Mahoney, 817.04, 7, true, kaylamahoney, Fun!23, 33, 7, 
571, Robert, Leblanc, 5952.11, 7, false, robertleblanc, Fun!23, 31, 7, 
538, Lisa, Robinson, 7336.10, 7, false, lisarobinson, Fun!23, 25, 7, 
651, Melissa, Mcdonald, 1754.01, 6, true, melissamcdonald, Fun!23, 22, 6, 
1013, Austin, Lewis, 4785.16, 7, false, austinlewis, Fun!23, 25, 7, 
962, Christopher, Berry, 6562.05, 7, true, christopherberry, Fun!23, 33, 7, 
287, Dustin, Oliver, 2403.61, 3, true, dustinoliver, Fun!23, 13, 3, 
38, Ali, Nouri, 4234.09, 9, false, alinouri, Fun!23, 37, 9, 
498, Jessica, Frye, 7607.31, 5, false, jessicafrye, Fun!23, 18, 5, 
291, Mary, Cruz, 1828.06, 5, false, marycruz, Fun!23, 24, 5, 
447, Jennifer, Copeland, 5470.05, 10, true, jennifercopeland, Fun!23, 33, 10, 
731, Allison, Weaver, 5997.47, 9, false, allisonweaver, Fun!23, 37, 9, 
647, Holly, Schneider, 3760.69, 4, false, hollyschneider, Fun!23, 20, 4, 
958, Alexandra, Cook, 7876.43, 5, false, alexandracook, Fun!23, 13, 5, 
699, Julia, Young, 4828.69, 8, false, juliayoung, Fun!23, 41, 8, 
499, Bruce, Clark, 7334.62, 4, false, bruceclark, Fun!23, 16, 4, 
20, Beast, Disney, 5696.68, 10, false, beastdisney, Fun!23, 37, 10, 
706, Thomas, Sanders, 5172.71, 7, true, thomassanders, Fun!23, 26, 7, 
29, Evil, Queen, 1825.79, 14, true, evilqueen, Fun!23, 46, 14, 
627, Sherri, Armstrong, 1754.73, 3, true, sherriarmstrong, Fun!23, 12, 3, 
584, Sheri, Adams, 1833.31, 5, false, sheriadams, Fun!23, 21, 5, 
234, Samantha, May, 8399.31, 7, true, samanthamay, Fun!23, 26, 7, 
235, Joseph, Lewis, 73.76, 6, false, josephlewis, Fun!23, 26, 6, 
138, Thomas, Clark, 3377.59, 6, false, thomasclark, Fun!23, 24, 6, 
901, Penny, Mcdaniel, 808.89, 7, false, pennymcdaniel, Fun!23, 25, 7, 
30, Pinocchio, Disney, 6169.45, 6, false, pinocchiodisney, Fun!23, 29, 6, 
468, Theresa, Hardy, 2842.84, 7, false, theresahardy, Fun!23, 26, 7, 
852, Michael, Clarke, 9247.37, 10, true, michaelclarke, Fun!23, 40, 10, 
360, Antonio, Brooks, 7892.59, 10, false, antoniobrooks, Fun!23, 39, 10, 
638, Donald, Tran, 11796.07, 5, true, donaldtran, Fun!23, 18, 5, 
273, Shannon, Bennett, 5014.47, 3, false, shannonbennett, Fun!23, 14, 3, 
25, Gaston, Disney, 4762.70, 7, false, gastondisney, Fun!23, 34, 7, 
762, Jeremy, Foster, 3973.51, 8, false, jeremyfoster, Fun!23, 25, 8, 
178, Renee, Zimmerman, 11076.93, 10, false, reneezimmerman, Fun!23, 36, 10, 
222, Kelly, Yu, 5464.05, 6, false, kellyyu, Fun!23, 25, 6, 
42, Enrique, Aguilar, 4006.90, 5, true, enriqueaguilar, Fun!23, 17, 5, 
865, Jody, Sanchez, 12292.09, 4, false, jodysanchez, Fun!23, 12, 4, 
894, Justin, Hawkins, 5059.88, 5, true, justinhawkins, Fun!23, 18, 5, 
987, Carmen, Petersen, 14399.73, 1, false, carmenpetersen, Fun!23, 3, 1, 
518, Christopher, Sanford, 13130.21, 9, true, christophersanford, Fun!23, 32, 9, 
294, Susan, Davis, 102.76, 7, true, susandavis, Fun!23, 29, 7, 
780, Michelle, Rivera, 7340.10, 8, true, michellerivera, Fun!23, 25, 8, 
646, Rose, Burgess, 9913.02, 7, true, roseburgess, Fun!23, 29, 7, 
819, Ann, Rogers, 7299.51, 7, false, annrogers, Fun!23, 33, 7, 
454, Kayla, Morgan, 8764.98, 6, false, kaylamorgan, Fun!23, 23, 6, 
562, Diana, Matthews, 11582.54, 5, false, dianamatthews, Fun!23, 22, 5, 
66, Roberto, Johnson, 2119.07, 12, true, robertojohnson, Fun!23, 50, 12, 
671, Jennifer, Schultz, 8297.31, 5, true, jenniferschultz, Fun!23, 21, 5, 
230, Joanna, Trevino, 5572.09, 4, false, joannatrevino, Fun!23, 12, 4, 
755, Megan, Smith, 7121.47, 8, true, megansmith, Fun!23, 34, 8, 
88, David, Vasquez, 2120.01, 8, true, davidvasquez, Fun!23, 34, 8, 
263, James, Romero, 2285.30, 5, true, jamesromero, Fun!23, 18, 5, 
557, Heidi, Page, 1930.12, 12, true, heidipage, Fun!23, 50, 12, 
517, Jamie, Conner, 3954.95, 7, false, jamieconner, Fun!23, 29, 7, 
754, Jeffrey, Rodriguez, 6828.13, 8, true, jeffreyrodriguez, Fun!23, 33, 8, 
807, Tanya, Johnson, 3919.59, 5, true, tanyajohnson, Fun!23, 24, 5, 
831, Craig, Fleming, 6774.79, 3, false, craigfleming, Fun!23, 10, 3, 
219, Kathryn, Perez, 9453.48, 6, false, kathrynperez, Fun!23, 21, 6, 
888, Jorge, Huerta, 7824.12, 9, false, jorgehuerta, Fun!23, 41, 9, 
323, Michelle, Ortiz, 2759.87, 6, true, michelleortiz, Fun!23, 27, 6, 
299, Ryan, Mcconnell, 8316.16, 7, false, ryanmcconnell, Fun!23, 20, 7, 
112, Renee, Bradley, 661.03, 11, true, reneebradley, Fun!23, 35, 11, 
48, Carlos, Cepeda, 7492.40, 12, true, carloscepeda, Fun!23, 54, 12, 
313, Matthew, Campbell, 12245.36, 7, true, matthewcampbell, Fun!23, 29, 7, 
703, Christopher, Davis, 10398.68, 3, false, christopherdavis, Fun!23, 13, 3, 
534, Michelle, Pruitt, 67.08, 7, true, michellepruitt, Fun!23, 28, 7, 
508, Tami, Weaver, 1144.87, 6, false, tamiweaver, Fun!23, 25, 6, 
304, Jasmine, Ramirez, 10252.79, 4, true, jasmineramirez, Fun!23, 15, 4, 
932, Kimberly, Miller, 7719.06, 5, true, kimberlymiller, Fun!23, 25, 5, 
202, Ethan, Holmes, 3745.64, 10, true, ethanholmes, Fun!23, 37, 10, 
475, Terri, Strickland, 6231.79, 7, false, terristrickland, Fun!23, 24, 7, 
994, Diana, Rivera, 691.10, 6, true, dianarivera, Fun!23, 21, 6, 
228, Brittany, Ray, 2956.88, 9, true, brittanyray, Fun!23, 41, 9, 
841, Dana, Miller, 4411.90, 13, true, danamiller, Fun!23, 57, 13, 
125, Megan, Noble, 3522.92, 7, true, megannoble, Fun!23, 28, 7, 
465, George, Wood, 6303.36, 8, false, georgewood, Fun!23, 32, 8, 
115, Douglas, Rodriguez, 4417.75, 10, false, douglasrodriguez, Fun!23, 40, 10, 
521, Noah, Horne, 6776.02, 7, true, noahhorne, Fun!23, 22, 7, 
370, Angel, Joseph, 12374.00, 8, false, angeljoseph, Fun!23, 31, 8, 
942, Paul, Herman, 28.51, 5, false, paulherman, Fun!23, 22, 5, 
532, Dennis, Reynolds, 13363.36, 5, false, dennisreynolds, Fun!23, 17, 5, 
919, Donald, Villanueva, 7910.86, 4, false, donaldvillanueva, Fun!23, 17, 4, 
877, Kenneth, Boyd, 8038.46, 6, false, kennethboyd, Fun!23, 24, 6, 
873, Sonia, Durham, 7653.51, 5, true, soniadurham, Fun!23, 12, 5, 
144, Richard, Torres, 1385.95, 9, false, richardtorres, Fun!23, 44, 9, 
1033, Taylor, Johnson, 1507.70, 7, false, taylorjohnson, Fun!23, 30, 7, 
551, Kelly, Harris, 6908.78, 6, false, kellyharris, Fun!23, 25, 6, 
836, Cynthia, Ellis, 7101.14, 5, true, cynthiaellis, Fun!23, 23, 5, 
760, Catherine, Mann, 13781.07, 7, true, catherinemann, Fun!23, 29, 7, 
816, Jennifer, Jones, 2816.47, 9, true, jenniferjones, Fun!23, 35, 9, 
617, Janet, Hughes, 4105.82, 10, false, janethughes, Fun!23, 34, 10, 
399, Jessica, Fernandez, 5033.12, 10, false, jessicafernandez, Fun!23, 31, 10, 
99, David, Brown, 6427.25, 5, false, davidbrown, Fun!23, 19, 5, 
881, Tyrone, Alvarado, 2939.62, 6, false, tyronealvarado, Fun!23, 27, 6, 
252, Barbara, Robertson, 10204.11, 6, true, barbararobertson, Fun!23, 25, 6, 
452, Ray, Booth, 360.41, 7, true, raybooth, Fun!23, 28, 7, 
159, Jason, Burke, 8721.17, 7, true, jasonburke, Fun!23, 26, 7, 
725, Jennifer, Guzman, 7869.27, 9, false, jenniferguzman, Fun!23, 33, 9, 
372, Rhonda, Kane, 923.69, 3, false, rhondakane, Fun!23, 16, 3, 
934, Phillip, Richardson, 2217.91, 11, false, philliprichardson, Fun!23, 49, 11, 
391, Devin, Diaz, 480.81, 4, true, devindiaz, Fun!23, 18, 4, 
401, Ruben, Edwards, 7427.75, 4, true, rubenedwards, Fun!23, 21, 4, 
419, Justin, Martinez, 7395.43, 9, true, justinmartinez, Fun!23, 40, 9, 
290, Kristy, Hoover, 9009.40, 8, false, kristyhoover, Fun!23, 24, 8, 
989, Timothy, Greene, 8813.43, 8, true, timothygreene, Fun!23, 29, 8, 
355, William, Wolf, 4951.33, 5, false, williamwolf, Fun!23, 22, 5, 
80, Ian, Ritter, 204.95, 7, false, ianritter, Fun!23, 26, 7, 
469, Barbara, Jones, 952.22, 5, true, barbarajones, Fun!23, 18, 5, 
959, Miranda, Walker, 6339.83, 11, true, mirandawalker, Fun!23, 36, 11, 
580, Cassandra, Cook, 2568.14, 9, true, cassandracook, Fun!23, 32, 9, 
371, Daniel, Foster, 5893.13, 7, false, danielfoster, Fun!23, 35, 7, 
637, Allen, Arnold, 2306.27, 3, false, allenarnold, Fun!23, 16, 3, 
1, Mickey, Mouse, 5448.49, 5, true, mickeymouse, Fun!23, 24, 5, 
249, Alejandra, Morris, 4547.88, 9, true, alejandramorris, Fun!23, 39, 9, 
215, Virginia, Phelps, 3823.89, 6, true, virginiaphelps, Fun!23, 24, 6, 
358, Robert, Wilson, 12346.15, 7, false, robertwilson, Fun!23, 26, 7, 
897, David, Clark, 2030.58, 10, false, davidclark, Fun!23, 47, 10, 
827, Jessica, Lloyd, 6434.86, 9, false, jessicalloyd, Fun!23, 27, 9, 
196, Nicole, Rowland, 855.05, 6, true, nicolerowland, Fun!23, 18, 6, 
484, Samantha, Cooper, 11512.77, 9, false, samanthacooper, Fun!23, 41, 9, 
967, Krista, Beck, 9256.10, 6, false, kristabeck, Fun!23, 23, 6, 
285, Chris, King, 8148.17, 10, true, chrisking, Fun!23, 44, 10, 
999, Lori, Livingston, 11853.29, 8, true, lorilivingston, Fun!23, 31, 8, 
255, Brooke, Padilla, 3057.59, 6, true, brookepadilla, Fun!23, 27, 6, 
977, Samuel, Burton, 5786.38, 7, false, samuelburton, Fun!23, 29, 7, 
920, Gary, Mckenzie, 100.63, 6, false, garymckenzie, Fun!23, 26, 6, 
544, Kylie, Summers, 3763.50, 8, false, kyliesummers, Fun!23, 34, 8, 
47, Adrian, Bonilla, 8985.81, 8, true, adrianbonilla, Fun!23, 25, 8, 
535, Sherri, Velasquez, 10972.10, 10, false, sherrivelasquez, Fun!23, 42, 10, 
69, Bryant, Luna, 8595.38, 8, true, bryantluna, Fun!23, 33, 8, 
615, Jerry, Smith, 12224.30, 5, true, jerrysmith, Fun!23, 18, 5, 
1020, Mark, Butler, 10886.58, 2, false, markbutler, Fun!23, 8, 2, 
339, Ronald, Kent, 5945.63, 7, true, ronaldkent, Fun!23, 24, 7, 
315, Jonathan, Christian, 193.27, 7, true, jonathanchristian, Fun!23, 24, 7, 
979, Marissa, Henry, 5550.78, 9, true, marissahenry, Fun!23, 30, 9, 
123, Pamela, Carter, 5969.53, 5, false, pamelacarter, Fun!23, 21, 5, 
67, Brayant, Lopez, 5453.50, 9, false, brayantlopez, Fun!23, 40, 9, 
261, Leroy, Walters, 13289.87, 8, true, leroywalters, Fun!23, 30, 8, 
656, Stephanie, Kirby, 9295.10, 9, false, stephaniekirby, Fun!23, 31, 9, 
61, Daniel, Guevara, 20.25, 5, true, danielguevara, Fun!23, 18, 5, 
180, Michael, Smith, 6073.47, 2, true, michaelsmith, Fun!23, 6, 2, 
872, Mindy, Ross, 5783.59, 8, true, mindyross, Fun!23, 24, 8, 
425, Mark, Lamb, 6327.78, 3, true, marklamb, Fun!23, 7, 3, 
717, Victor, Harris, 2176.39, 8, false, victorharris, Fun!23, 29, 8, 
723, Kelly, Jordan, 10489.48, 6, false, kellyjordan, Fun!23, 23, 6, 
900, Emily, Chang, 8873.29, 9, true, emilychang, Fun!23, 38, 9, 
998, Kimberly, Mejia, 11258.82, 6, true, kimberlymejia, Fun!23, 23, 6, 
665, Gabriel, Sanders, 6586.49, 5, false, gabrielsanders, Fun!23, 19, 5, 
100, Patrick, Henderson, 7157.11, 7, false, patrickhenderson, Fun!23, 36, 7, 
184, Michael, White, 4418.29, 5, false, michaelwhite, Fun!23, 20, 5, 
363, Christopher, Dominguez, 6936.59, 10, true, christopherdominguez, Fun!23, 37, 10, 
774, Lori, Johnson, 9896.99, 2, false, lorijohnson, Fun!23, 10, 2, 
128, Kyle, Hodges, 2967.93, 8, true, kylehodges, Fun!23, 36, 8, 
152, Marissa, Wagner, 4195.88, 5, true, marissawagner, Fun!23, 20, 5, 
139, Ashley, Romero, 10364.86, 7, false, ashleyromero, Fun!23, 24, 7, 
31, Prince, Eric, 4350.40, 5, true, princeeric, Fun!23, 23, 5, 
